fecha,cliente_id,producto,categoria,cantidad,precio_unitario,total,vendedor,region,canal,metodo_pago
2024-11-22,CLI-1959,Bolsas plásticas,Descartables,7,0.1,0.7,,,Tienda física,Tarjeta crédito
2024-10-09,,Bolsas plásticas,Descartables,9,0.1,0.9,,,Tienda física,
25/11/2023,,Pollo entero,Carnes,4,4.5,18.0,,,Tienda física,Efectivo
2024-02-02,CLI-6823,Leche entera,Lácteos,1,1.2,1.2,,,Teléfono,Tarjeta crédito
2023-09-07,CLI-8447,Leche entera,Lácteos,4,1.2,4.8,Yonny,,Tienda física,QR
10-16-2024,CLI-4384,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,Tarjeta crédito
2023-03-29,CLI-7039,Pasta de Tomate,Enlatados,2,0.75,1.5,Yonny,,Tienda física,Tarjeta crédito
11-14-2024,CLI-3340,Jamón de pavo,Embutidos,3,3.2,9.6,,,E-commerce,
2024-02-01,CLI-1646,Yogurt natural,Lácteos,2,0.9,1.8,,,,
2023-03-03,CLI-9167,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Tarjeta débito
2024-10-05,CLI-8050,Yogurt natural,Lácteos,2,0.9,1.8,Lili,,Tienda física,Efectivo
2024/07/12,CLI-6789,Refresco 2L,Bebidas,1,1.1,1.1,,,Tienda física,Efectivo
2023/11/08,CLI-5463,Carne molida,Carnes,1,5.8,5.8,Lili,,Tienda física,Tarjeta débito
2023-07-13,CLI-8999,Helado familiar,Lácteos,1,4.0,4.0,,,Tienda física,Efectivo
2023-05-03,CLI-2346,Pollo entero,Carnes,3,4.5,13.5,Yonny,,Tienda física,Tarjeta débito
2024-07-06,,Pollo entero,Carnes,1,4.5,4.5,,,Teléfono,Efectivo
2024-07-16,CLI-9415,Pollo entero,Carnes,2,4.5,9.0,,,Tienda física,Tarjeta crédito
05-10-2023,CLI-8150,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,Efectivo
2024-04-03,CLI-2011,Pasta de Tomate,Enlatados,1,0.75,0.75,,,Tienda física,
16/04/2024,CLI-5944,Jamón de pavo,Embutidos,3,3.2,9.6,Lili,,Tienda física,Efectivo
2024-11-29,CLI-3378,Bolsas plásticas,Descartables,15,0.1,1.5,Lili,,Tienda física,Efectivo
2024-06-06,CLI-4408,Papas precocinadas,Congelados,2,2.3,4.6,,,Tienda física,QR
25/07/2023,CLI-7972,Pasta de Tomate,Enlatados,3,0.75,2.25,Lili,,Tienda física,Efectivo
2023-10-05,CLI-4427,Refresco 2L,Bebidas,3,1.1,3.3,,,,
2023-05-31,CLI-2132,Yogurt natural,Lácteos,2,0.9,1.8,,,Teléfono,Tarjeta débito
2023-10-12,,Papas precocinadas,Congelados,3,2.3,6.9,,,Tienda física,Tarjeta débito
2023-05-13,CLI-4619,Bolsas plásticas,Descartables,5,0.1,0.5,Yonny,,Tienda física,Transferencia
2024-03-02,CLI-3027,Carne molida,Carnes,1,5.8,5.8,,,Tienda física,Tarjeta crédito
27/07/2023,,Papas precocinadas,Congelados,1,2.3,2.3,Yonny,,Teléfono,QR
29/12/2023,,Pollo entero,Carnes,4,4.5,18.0,,,Tienda física,
10-13-2023,CLI-2132,Pollo entero,Carnes,2,4.5,9.0,Yonny,,,
2024-02-10,CLI-5281,Pasta de Tomate,Enlatados,2,0.75,1.5,Lili,,Tienda física,
2024-04-26,CLI-4182,Jamón de pavo,Embutidos,4,3.2,12.8,,,Tienda física,Tarjeta crédito
05-27-2023,,Carne molida,Carnes,1,5.8,5.8,Yonny,,E-commerce,Tarjeta débito
2024-09-17,,Papas precocinadas,Congelados,2,2.3,4.6,,,Tienda física,Tarjeta débito
05/11/2024,CLI-8289,Refresco 2L,Bebidas,7,1.1,7.7,,,Tienda física,Tarjeta crédito
2024-07-16,CLI-9552,Refresco 2L,Bebidas,6,1.1,6.6,Yonny,,E-commerce,Tarjeta crédito
2024-08-21,CLI-3986,Pasta de Tomate,Enlatados,2,0.75,1.5,Lili,,Tienda física,Tarjeta crédito
2024-06-29,CLI-9575,Bolsas plásticas,Descartables,8,0.1,0.8,Lili,,Tienda física,Efectivo
2023-07-29,,Refresco 2L,Bebidas,10,1.1,11.0,,,Tienda física,Efectivo
2023-08-19,,Yogurt natural,Lácteos,1,0.9,0.9,,,Tienda física,Efectivo
2023/06/17,CLI-1706,Bolsas plásticas,Descartables,7,0.1,0.7,,,Tienda física,
2023-05-15,CLI-9771,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,Tarjeta crédito
2023-12-18,CLI-5137,Refresco 2L,Bebidas,6,1.1,6.6,Yonny,,E-commerce,QR
2023-08-17,CLI-9892,Pollo entero,Carnes,1,4.5,4.5,Lili,,Tienda física,Tarjeta débito
2024-07-12,CLI-4455,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Efectivo
2024-02-15,,Refresco 2L,Bebidas,1,1.1,1.1,,,Tienda física,
2024-03-11,,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Teléfono,Tarjeta débito
27/05/2023,CLI-6554,Papas precocinadas,Congelados,2,2.3,4.6,,,Tienda física,Tarjeta débito
2024-06-11,CLI-5845,Bolsas plásticas,Descartables,12,0.1,1.2,,,Tienda física,Efectivo
2024-03-30,CLI-1178,Papas precocinadas,Congelados,2,2.3,4.6,Lili,,Tienda física,Tarjeta crédito
16/11/2023,CLI-8173,Pollo entero,Carnes,1,4.5,4.5,Lili,,Tienda física,Tarjeta crédito
2024-06-15,CLI-2354,Jamón de pavo,Embutidos,1,3.2,3.2,Yonny,,Tienda física,
2024-04-20,CLI-3490,Leche entera,Lácteos,1,1.2,1.2,Yonny,,Tienda física,Tarjeta crédito
2023-10-14,CLI-1896,Bolsas plásticas,Descartables,11,0.1,1.1,Lili,,Tienda física,Tarjeta crédito
16/10/2024,,Refresco 2L,Bebidas,4,1.1,4.4,,,Tienda física,QR
2024-07-29,,Leche entera,Lácteos,1,1.2,1.2,Yonny,,,
2023-06-10,CLI-5466,Yogurt natural,Lácteos,1,0.9,0.9,Yonny,,E-commerce,Tarjeta crédito
2024-05-30,,Papas precocinadas,Congelados,4,2.3,9.2,Lili,,E-commerce,
2023-08-01,,Refresco 2L,Bebidas,7,1.1,7.7,,,,
2024-11-16,,Bolsas plásticas,Descartables,7,0.1,0.7,,,Tienda física,Tarjeta crédito
23/12/2023,CLI-7814,Bolsas plásticas,Descartables,15,0.1,1.5,,,Tienda física,
2024-11-08,,Bolsas plásticas,Descartables,8,0.1,0.8,,,E-commerce,QR
21/03/2024,CLI-4534,Refresco 2L,Bebidas,1,1.1,1.1,Lili,,Tienda física,Tarjeta débito
2024-11-25,CLI-8309,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,Tienda física,
2024-04-27,CLI-9028,Yogurt natural,Lácteos,2,0.9,1.8,,,Tienda física,Tarjeta débito
11/06/2024,,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,QR
2024-09-12,CLI-4891,Pollo entero,Carnes,2,4.5,9.0,Lili,,,
2024-10-26,CLI-2762,Bolsas plásticas,Descartables,11,0.1,1.1,Lili,,Tienda física,Efectivo
2024-07-09,CLI-3693,Jamón de pavo,Embutidos,1,3.2,3.2,,,Tienda física,Efectivo
2024-10-26,CLI-3127,Yogurt natural,Lácteos,2,0.9,1.8,Yonny,,E-commerce,Transferencia
16/04/2024,CLI-5677,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,Efectivo
2024-01-25,CLI-6845,Yogurt natural,Lácteos,1,0.9,0.9,,,E-commerce,Transferencia
2023-11-16,CLI-7032,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,,
2023-05-29,CLI-7438,Bolsas plásticas,Descartables,19,0.1,1.9,,,Teléfono,Tarjeta crédito
2024-08-10,,Carne molida,Carnes,2,5.8,11.6,,,,
06/05/2024,CLI-2332,Pasta de Tomate,Enlatados,2,0.75,1.5,Yonny,,Tienda física,
2023-11-18,CLI-5393,Leche entera,Lácteos,3,1.2,3.6,,,E-commerce,Tarjeta crédito
2024-02-15,CLI-1192,Pollo entero,Carnes,2,4.5,9.0,Lili,,Teléfono,Tarjeta débito
2023-09-25,CLI-3621,Carne molida,Carnes,2,5.8,11.6,Lili,,Teléfono,Efectivo
2023-11-08,,Bolsas plásticas,Descartables,8,0.1,0.8,,,Tienda física,Tarjeta crédito
29/09/2023,CLI-9528,Yogurt natural,Lácteos,1,0.9,0.9,Lili,,Teléfono,Tarjeta débito
2024-07-01,CLI-1624,Leche entera,Lácteos,3,1.2,3.6,Lili,,,
2023-03-02,,Jamón de pavo,Embutidos,1,3.2,3.2,Yonny,,Tienda física,Tarjeta débito
2024-08-06,,Refresco 2L,Bebidas,3,1.1,3.3,,,Tienda física,Efectivo
2024-03-11,,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,Efectivo
2023-05-06,CLI-7848,Carne molida,Carnes,2,5.8,11.6,,,Teléfono,Tarjeta crédito
07-16-2024,CLI-4952,Carne molida,Carnes,1,5.8,5.8,Yonny,,Tienda física,Tarjeta débito
2024-04-16,CLI-5618,Papas precocinadas,Congelados,1,2.3,2.3,,,E-commerce,
2023-08-24,CLI-3225,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Tarjeta crédito
31/07/2024,,Leche entera,Lácteos,1,1.2,1.2,Yonny,,Tienda física,Efectivo
2024-09-16,CLI-7253,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,E-commerce,Tarjeta crédito
17/02/2024,CLI-7647,Pasta de Tomate,Enlatados,2,0.75,1.5,,,Tienda física,Efectivo
2024-02-27,CLI-7532,Refresco 2L,Bebidas,2,1.1,2.2,Yonny,,E-commerce,Tarjeta crédito
2023-12-15,,Helado familiar,Lácteos,1,4.0,4.0,Yonny,,Tienda física,Efectivo
03-16-2024,,Helado familiar,Lácteos,1,4.0,4.0,,,Tienda física,Efectivo
2024-06-13,,Papas precocinadas,Congelados,4,2.3,9.2,,,Tienda física,Tarjeta crédito
2023-09-19,CLI-5860,Papas precocinadas,Congelados,2,2.3,4.6,Lili,,Tienda física,Efectivo
2024-01-06,CLI-2655,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Tarjeta débito
11-20-2024,CLI-4334,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,
2024-10-15,,Refresco 2L,Bebidas,1,1.1,1.1,,,E-commerce,Efectivo
02-01-2024,CLI-2671,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,
2023-05-20,,Carne molida,Carnes,1,5.8,5.8,Lili,,Tienda física,Tarjeta débito
2024-09-03,CLI-9356,Refresco 2L,Bebidas,3,1.1,3.3,Yonny,,Tienda física,Tarjeta débito
2023-10-27,CLI-3869,Helado familiar,Lácteos,3,4.0,12.0,,,E-commerce,Transferencia
2024-08-21,,Carne molida,Carnes,4,5.8,23.2,,,Tienda física,
2023-05-12,,Leche entera,Lácteos,1,1.2,1.2,,,Teléfono,Tarjeta débito
2024-03-18,,Papas precocinadas,Congelados,2,2.3,4.6,,,E-commerce,Tarjeta crédito
2024-03-01,CLI-7238,Bolsas plásticas,Descartables,6,0.1,0.6,,,,
08-21-2023,,Leche entera,Lácteos,6,1.2,7.2,Yonny,,Tienda física,Transferencia
11-16-2023,CLI-1231,Leche entera,Lácteos,3,1.2,3.6,,,Tienda física,Tarjeta débito
12-22-2023,CLI-8505,Pollo entero,Carnes,2,4.5,9.0,,,,
2023-09-02,CLI-5506,Pollo entero,Carnes,4,4.5,18.0,Lili,,Teléfono,QR
30/09/2023,CLI-4723,Bolsas plásticas,Descartables,15,0.1,1.5,,,Tienda física,Tarjeta crédito
04-23-2024,,Refresco 2L,Bebidas,2,1.1,2.2,Lili,,Tienda física,Efectivo
2024-04-17,,Leche entera,Lácteos,3,1.2,3.6,,,E-commerce,Tarjeta débito
2024-07-04,,Pollo entero,Carnes,1,4.5,4.5,,,E-commerce,Tarjeta crédito
13/05/2023,,Papas precocinadas,Congelados,2,2.3,4.6,,,Tienda física,Tarjeta crédito
2023/09/06,,Pollo entero,Carnes,1,4.5,4.5,Lili,,E-commerce,QR
2024-01-20,,Bolsas plásticas,Descartables,5,0.1,0.5,Lili,,Tienda física,Efectivo
05-04-2023,,Pollo entero,Carnes,1,4.5,4.5,Lili,,Tienda física,Efectivo
2023-04-07,CLI-3892,Leche entera,Lácteos,2,1.2,2.4,Yonny,,Tienda física,QR
2023-05-15,CLI-4609,Leche entera,Lácteos,4,1.2,4.8,Yonny,,E-commerce,Tarjeta crédito
2024-04-29,,Leche entera,Lácteos,2,1.2,2.4,Lili,,Tienda física,Tarjeta crédito
2024-01-11,CLI-2623,Pasta de Tomate,Enlatados,3,0.75,2.25,Lili,,Tienda física,Efectivo
2023-07-13,,Bolsas plásticas,Descartables,18,0.1,1.8,Lili,,E-commerce,Transferencia
2024-11-26,,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,Tarjeta crédito
2024-07-31,CLI-4230,Leche entera,Lácteos,3,1.2,3.6,,,Tienda física,Tarjeta débito
31/08/2024,,Bolsas plásticas,Descartables,7,0.1,0.7,Lili,,Tienda física,Tarjeta crédito
2024-08-06,CLI-7603,Bolsas plásticas,Descartables,4,0.1,0.4,Lili,,E-commerce,Tarjeta crédito
05-23-2024,CLI-5393,Yogurt natural,Lácteos,2,0.9,1.8,Yonny,,Tienda física,Tarjeta débito
2023/09/16,,Pasta de Tomate,Enlatados,1,0.75,0.75,Yonny,,Tienda física,Tarjeta débito
2023-10-14,,Refresco 2L,Bebidas,3,1.1,3.3,Lili,,Tienda física,Efectivo
2024-06-27,,Yogurt natural,Lácteos,3,0.9,2.7,,,Tienda física,
2023-04-27,,Refresco 2L,Bebidas,2,1.1,2.2,Yonny,,Tienda física,
25/11/2023,CLI-9684,Jamón de pavo,Embutidos,1,3.2,3.2,Yonny,,Tienda física,Tarjeta débito
2023-11-30,CLI-6676,Carne molida,Carnes,1,5.8,5.8,Lili,,Tienda física,Tarjeta débito
2024-09-16,CLI-3269,Pasta de Tomate,Enlatados,2,0.75,1.5,,,Tienda física,Efectivo
04-28-2023,CLI-5786,Papas precocinadas,Congelados,3,2.3,6.9,Yonny,,Tienda física,Efectivo
2024-09-13,CLI-4252,Papas precocinadas,Congelados,1,2.3,2.3,,,,
2024-11-23,CLI-3323,Bolsas plásticas,Descartables,2,0.1,0.2,Lili,,Tienda física,Efectivo
04-27-2024,,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,Tarjeta débito
08/01/2024,CLI-9562,Refresco 2L,Bebidas,1,1.1,1.1,,,E-commerce,
2023/07/07,CLI-9531,Bolsas plásticas,Descartables,12,0.1,1.2,Lili,,Tienda física,Efectivo
19/10/2023,CLI-5902,Papas precocinadas,Congelados,4,2.3,9.2,Yonny,,Tienda física,Efectivo
01-13-2024,,Yogurt natural,Lácteos,1,0.9,0.9,,,E-commerce,Tarjeta débito
2023-09-16,CLI-7133,Bolsas plásticas,Descartables,9,0.1,0.9,,,E-commerce,Tarjeta crédito
30/08/2023,CLI-1614,Bolsas plásticas,Descartables,4,0.1,0.4,Yonny,,Tienda física,Tarjeta débito
20/03/2023,CLI-8593,Refresco 2L,Bebidas,2,1.1,2.2,Yonny,,E-commerce,Tarjeta crédito
2024-06-15,,Pasta de Tomate,Enlatados,3,0.75,2.25,Yonny,,E-commerce,Tarjeta débito
2024-01-16,,Bolsas plásticas,Descartables,9,0.1,0.9,,,Tienda física,Efectivo
2024-05-01,CLI-2078,Helado familiar,Lácteos,1,4.0,4.0,Yonny,,Tienda física,QR
2023-06-07,CLI-1874,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,
2024-07-04,CLI-4642,Refresco 2L,Bebidas,10,1.1,11.0,,,,
2024/08/28,,Papas precocinadas,Congelados,5,2.3,11.5,,,Tienda física,QR
2023-08-17,CLI-9869,Yogurt natural,Lácteos,8,0.9,7.2,Lili,,Tienda física,Tarjeta crédito
2024-10-16,CLI-6541,Carne molida,Carnes,2,5.8,11.6,,,Tienda física,Efectivo
29/12/2023,CLI-6112,Pollo entero,Carnes,1,4.5,4.5,,,Teléfono,Tarjeta débito
2024/02/23,CLI-4732,Yogurt natural,Lácteos,3,0.9,2.7,Lili,,Tienda física,Tarjeta débito
2023-04-26,CLI-6252,Jamón de pavo,Embutidos,3,3.2,9.6,,,Teléfono,Transferencia
2023-10-09,CLI-4924,Pollo entero,Carnes,4,4.5,18.0,Yonny,,Tienda física,
2023-12-02,CLI-4913,Papas precocinadas,Congelados,2,2.3,4.6,Lili,,,
2023-12-07,CLI-1879,Refresco 2L,Bebidas,6,1.1,6.6,Lili,,Tienda física,Efectivo
2024-08-05,CLI-5535,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,Transferencia
2024-05-13,,Papas precocinadas,Congelados,1,2.3,2.3,Yonny,,Tienda física,Transferencia
01/02/2024,,Carne molida,Carnes,3,5.8,17.4,Yonny,,Tienda física,Tarjeta débito
2024-04-29,CLI-4467,Pollo entero,Carnes,1,4.5,4.5,Lili,,Tienda física,Tarjeta crédito
05-15-2023,CLI-9486,Bolsas plásticas,Descartables,10,0.1,1.0,Lili,,,
05-24-2024,,Carne molida,Carnes,2,5.8,11.6,Yonny,,Tienda física,Efectivo
2023-12-30,CLI-1644,Leche entera,Lácteos,3,1.2,3.6,,,Teléfono,Transferencia
2023-04-11,CLI-5025,Refresco 2L,Bebidas,2,1.1,2.2,Lili,,E-commerce,Tarjeta débito
2024-10-22,CLI-6106,Pasta de Tomate,Enlatados,5,0.75,3.75,Lili,,,
12-05-2023,,Bolsas plásticas,Descartables,15,0.1,1.5,,,Tienda física,Tarjeta débito
2023-10-24,,Bolsas plásticas,Descartables,7,0.1,0.7,Yonny,,Tienda física,Tarjeta débito
2024-09-09,,Pasta de Tomate,Enlatados,1,0.75,0.75,,,Tienda física,Tarjeta crédito
2023-12-13,,Bolsas plásticas,Descartables,15,0.1,1.5,Lili,,Teléfono,Tarjeta crédito
2024-11-13,,Pollo entero,Carnes,2,4.5,9.0,Lili,,Tienda física,Efectivo
2023-10-21,CLI-4769,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,
2024-07-30,CLI-9822,Helado familiar,Lácteos,3,4.0,12.0,Yonny,,Tienda física,Efectivo
2024-06-06,,Helado familiar,Lácteos,2,4.0,8.0,Yonny,,Tienda física,QR
2024-08-13,,Yogurt natural,Lácteos,1,0.9,0.9,,,Tienda física,Efectivo
2024-08-21,CLI-6778,Papas precocinadas,Congelados,4,2.3,9.2,Lili,,Tienda física,Tarjeta crédito
2024-02-26,,Bolsas plásticas,Descartables,4,0.1,0.4,,,,
2024-07-20,CLI-7213,Refresco 2L,Bebidas,5,1.1,5.5,Lili,,E-commerce,Tarjeta crédito
2024-04-01,CLI-5554,Refresco 2L,Bebidas,2,1.1,2.2,,,Teléfono,QR
2023-12-07,CLI-4262,Leche entera,Lácteos,4,1.2,4.8,,,E-commerce,Tarjeta crédito
2024-07-16,CLI-6753,Jamón de pavo,Embutidos,2,3.2,6.4,,,Tienda física,Tarjeta débito
2024-03-27,,Leche entera,Lácteos,4,1.2,4.8,Yonny,,E-commerce,QR
16/08/2023,,Helado familiar,Lácteos,1,4.0,4.0,Yonny,,Tienda física,Tarjeta crédito
05-27-2023,,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,
2024/05/01,CLI-8705,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,Transferencia
01-29-2024,CLI-9973,Refresco 2L,Bebidas,8,1.1,8.8,,,Tienda física,Efectivo
2024-02-29,CLI-8715,Refresco 2L,Bebidas,1,1.1,1.1,Lili,,,
10/07/2024,,Pasta de Tomate,Enlatados,2,0.75,1.5,Lili,,Tienda física,Efectivo
2023-07-19,CLI-7921,Jamón de pavo,Embutidos,2,3.2,6.4,Lili,,Tienda física,QR
2023-09-02,CLI-6685,Pollo entero,Carnes,4,4.5,18.0,,,E-commerce,Tarjeta crédito
2024-07-09,,Pasta de Tomate,Enlatados,5,0.75,3.75,,,Tienda física,Tarjeta débito
2024-07-31,,Bolsas plásticas,Descartables,10,0.1,1.0,,,Tienda física,
2024-07-23,CLI-3348,Helado familiar,Lácteos,2,4.0,8.0,Lili,,Tienda física,Tarjeta débito
2024-08-31,CLI-1561,Refresco 2L,Bebidas,4,1.1,4.4,Yonny,,Tienda física,
2024-01-25,CLI-3504,Yogurt natural,Lácteos,3,0.9,2.7,Lili,,,
2023-04-22,CLI-7573,Jamón de pavo,Embutidos,4,3.2,12.8,Yonny,,Tienda física,Tarjeta crédito
2023-03-21,CLI-1612,Bolsas plásticas,Descartables,8,0.1,0.8,,,Tienda física,Tarjeta crédito
2024-08-14,,Pasta de Tomate,Enlatados,4,0.75,3.0,Yonny,,E-commerce,
2024-07-12,,Jamón de pavo,Embutidos,2,3.2,6.4,,,Tienda física,Tarjeta crédito
14/08/2023,CLI-5902,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Efectivo
2024-09-02,CLI-2722,Yogurt natural,Lácteos,3,0.9,2.7,Yonny,,Tienda física,
07-27-2023,CLI-5284,Bolsas plásticas,Descartables,11,0.1,1.1,Lili,,Teléfono,Tarjeta débito
2024-03-01,,Leche entera,Lácteos,3,1.2,3.6,Yonny,,Tienda física,
2024-05-14,CLI-6338,Refresco 2L,Bebidas,2,1.1,2.2,Yonny,,Tienda física,QR
2023-11-07,CLI-3791,Leche entera,Lácteos,4,1.2,4.8,,,E-commerce,Transferencia
2024-06-13,CLI-5330,Leche entera,Lácteos,1,1.2,1.2,Yonny,,E-commerce,Tarjeta débito
2024-04-17,CLI-2123,Bolsas plásticas,Descartables,6,0.1,0.6,Yonny,,E-commerce,Tarjeta crédito
2023-12-07,CLI-7256,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,Tarjeta débito
2023-04-20,,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Efectivo
2023-07-22,,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Transferencia
2023-11-25,,Pasta de Tomate,Enlatados,4,0.75,3.0,Lili,,Tienda física,Efectivo
2023-06-15,CLI-7764,Refresco 2L,Bebidas,3,1.1,3.3,Lili,,E-commerce,Transferencia
11-24-2023,,Papas precocinadas,Congelados,3,2.3,6.9,,,E-commerce,QR
2023-11-09,CLI-3768,Leche entera,Lácteos,4,1.2,4.8,,,E-commerce,Transferencia
24/02/2024,CLI-6258,Pollo entero,Carnes,4,4.5,18.0,,,,
2023-12-29,CLI-9577,Carne molida,Carnes,5,5.8,29.0,,,Teléfono,Tarjeta débito
2023/06/24,,Papas precocinadas,Congelados,5,2.3,11.5,Yonny,,Tienda física,Efectivo
2024-10-08,,Yogurt natural,Lácteos,3,0.9,2.7,,,Tienda física,Efectivo
2024-06-18,,Pollo entero,Carnes,3,4.5,13.5,Yonny,,Tienda física,Tarjeta débito
2024-10-12,,Pollo entero,Carnes,1,4.5,4.5,Lili,,Tienda física,Tarjeta crédito
2023-09-02,CLI-4300,Yogurt natural,Lácteos,1,0.9,0.9,Lili,,E-commerce,Tarjeta crédito
2023-11-02,,Bolsas plásticas,Descartables,3,0.1,0.3,Yonny,,Tienda física,Efectivo
2023-04-14,,Refresco 2L,Bebidas,1,1.1,1.1,,,Tienda física,Tarjeta débito
02-13-2024,,Carne molida,Carnes,5,5.8,29.0,,,Tienda física,
2023-06-07,,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Efectivo
2024-08-17,,Refresco 2L,Bebidas,6,1.1,6.6,Lili,,Teléfono,Transferencia
2023/10/03,CLI-3922,Leche entera,Lácteos,3,1.2,3.6,,,Tienda física,Efectivo
2024-02-28,CLI-5654,Pasta de Tomate,Enlatados,1,0.75,0.75,Yonny,,Tienda física,Efectivo
2023-11-22,CLI-3063,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Tarjeta débito
2023/12/11,CLI-8843,Helado familiar,Lácteos,3,4.0,12.0,,,Tienda física,Efectivo
18/12/2023,,Helado familiar,Lácteos,2,4.0,8.0,,,Tienda física,Tarjeta débito
31/08/2024,,Carne molida,Carnes,1,5.8,5.8,Lili,,E-commerce,Tarjeta crédito
2023-12-02,,Leche entera,Lácteos,12,1.2,14.4,Yonny,,Tienda física,Efectivo
2023-12-26,CLI-6346,Pollo entero,Carnes,2,4.5,9.0,Lili,,Tienda física,Tarjeta débito
2024-10-16,CLI-4426,Carne molida,Carnes,2,5.8,11.6,Yonny,,Tienda física,Efectivo
2023-12-22,CLI-6599,Carne molida,Carnes,3,5.8,17.4,,,E-commerce,Transferencia
2024-05-25,,Helado familiar,Lácteos,1,4.0,4.0,Yonny,,Tienda física,Tarjeta crédito
24/03/2023,CLI-3022,Refresco 2L,Bebidas,2,1.1,2.2,,,E-commerce,Tarjeta débito
2023-08-22,CLI-4010,Yogurt natural,Lácteos,1,0.9,0.9,,,Teléfono,QR
2024-04-02,CLI-5180,Yogurt natural,Lácteos,2,0.9,1.8,,,E-commerce,Transferencia
03-01-2024,CLI-2049,Carne molida,Carnes,1,5.8,5.8,,,Tienda física,Tarjeta débito
2024-06-06,CLI-5154,Leche entera,Lácteos,5,1.2,6.0,,,Tienda física,Tarjeta crédito
11-02-2024,CLI-5314,Leche entera,Lácteos,1,1.2,1.2,Yonny,,Tienda física,Efectivo
2024-02-09,CLI-7284,Carne molida,Carnes,3,5.8,17.4,Yonny,,E-commerce,
15/04/2023,CLI-7876,Refresco 2L,Bebidas,4,1.1,4.4,Yonny,,Tienda física,Efectivo
2023-05-03,CLI-3680,Carne molida,Carnes,1,5.8,5.8,Yonny,,Teléfono,Tarjeta débito
2023/12/23,CLI-1577,Leche entera,Lácteos,2,1.2,2.4,,,Tienda física,Tarjeta débito
2024-09-09,,Jamón de pavo,Embutidos,1,3.2,3.2,Yonny,,Tienda física,Efectivo
2024-07-10,CLI-4718,Carne molida,Carnes,1,5.8,5.8,Yonny,,E-commerce,Tarjeta crédito
2024/01/25,,Papas precocinadas,Congelados,1,2.3,2.3,,,Tienda física,Transferencia
2023-11-01,CLI-8289,Refresco 2L,Bebidas,10,1.1,11.0,Lili,,,
2023/08/11,,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,Efectivo
2023-07-14,CLI-2768,Pasta de Tomate,Enlatados,2,0.75,1.5,,,Tienda física,Tarjeta crédito
2023/04/26,CLI-4215,Leche entera,Lácteos,3,1.2,3.6,,,Teléfono,Tarjeta crédito
2024-07-03,CLI-1874,Papas precocinadas,Congelados,3,2.3,6.9,Lili,,Tienda física,Tarjeta débito
2023-09-01,CLI-4650,Yogurt natural,Lácteos,3,0.9,2.7,,,Tienda física,Transferencia
03-06-2024,CLI-3892,Yogurt natural,Lácteos,3,0.9,2.7,,,Tienda física,Efectivo
2023-06-07,,Helado familiar,Lácteos,1,4.0,4.0,Yonny,,E-commerce,Transferencia
2023/06/05,CLI-7071,Leche entera,Lácteos,2,1.2,2.4,Lili,,E-commerce,Transferencia
2024-10-12,CLI-2163,Leche entera,Lácteos,3,1.2,3.6,Lili,,Tienda física,Tarjeta débito
11-16-2023,CLI-1250,Refresco 2L,Bebidas,2,1.1,2.2,Lili,,Tienda física,Tarjeta débito
2023-11-16,CLI-8623,Bolsas plásticas,Descartables,13,0.1,1.3,,,Tienda física,Tarjeta crédito
07-15-2024,CLI-8135,Refresco 2L,Bebidas,7,1.1,7.7,Lili,,Tienda física,
2024-02-07,CLI-7745,Pasta de Tomate,Enlatados,3,0.75,2.25,Lili,,E-commerce,Transferencia
2023-04-13,CLI-4352,Refresco 2L,Bebidas,4,1.1,4.4,,,,
2024-11-04,CLI-5620,Leche entera,Lácteos,1,1.2,1.2,Yonny,,E-commerce,Tarjeta débito
