fecha,cliente_id,producto,categoria,cantidad,precio_unitario,total,vendedor,region,canal,metodo_pago
2023-05-16,,Refresco 2L,Bebidas,5,1.1,5.5,,,E-commerce,QR
29/04/2023,CLI-5292,Pasta de Tomate,Enlatados,3,0.75,2.25,Lili,,E-commerce,Transferencia
02-10-2024,,Helado familiar,Lácteos,1,4.0,4.0,,,Tienda física,Transferencia
2024-06-29,CLI-8205,Refresco 2L,Bebidas,3,1.1,3.3,Lili,,E-commerce,Tarjeta débito
2023-06-10,,Refresco 2L,Bebidas,4,1.1,4.4,,,E-commerce,Efectivo
2023-10-16,CLI-2797,Bolsas plásticas,Descartables,10,0.1,1.0,,,Teléfono,
2024-02-01,CLI-9742,Bolsas plásticas,Descartables,15,0.1,1.5,,,E-commerce,Tarjeta crédito
2024-03-15,CLI-3883,Bolsas plásticas,Descartables,6,0.1,0.6,Yonny,,Teléfono,Transferencia
2023-10-10,,Yogurt natural,Lácteos,2,0.9,1.8,,,E-commerce,QR
14/10/2024,CLI-2647,Yogurt natural,Lácteos,8,0.9,7.2,Lili,,Teléfono,Efectivo
14/10/2023,CLI-7662,Leche entera,Lácteos,1,1.2,1.2,,,Teléfono,Tarjeta crédito
2024-05-06,CLI-3623,Bolsas plásticas,Descartables,9,0.1,0.9,Yonny,,,
20/03/2024,CLI-3079,Carne molida,Carnes,2,5.8,11.6,Yonny,,Tienda física,Tarjeta débito
2023/10/23,CLI-1524,Pasta de Tomate,Enlatados,6,0.75,4.5,Yonny,,Teléfono,Tarjeta débito
2024/09/21,,Papas precocinadas,Congelados,1,2.3,2.3,,,Teléfono,Efectivo
2024-01-10,CLI-2487,Jamón de pavo,Embutidos,1,3.2,3.2,Yonny,,,
2023-05-20,,Pasta de Tomate,Enlatados,2,0.75,1.5,Lili,,E-commerce,QR
2024-06-19,CLI-4069,Papas precocinadas,Congelados,1,2.3,2.3,,,,Efectivo
2023-03-31,CLI-9119,Leche entera,Lácteos,2,1.2,2.4,Lili,,E-commerce,Transferencia
2023-08-23,,Leche entera,Lácteos,1,1.2,1.2,Lili,,E-commerce,Tarjeta crédito
2024/03/14,CLI-2775,Jamón de pavo,Embutidos,1,3.2,3.2,Yonny,,Tienda física,Efectivo
09-18-2024,CLI-3856,Pollo entero,Carnes,4,4.5,18.0,Lili,,E-commerce,Transferencia
2024-05-24,CLI-9767,Yogurt natural,Lácteos,3,0.9,2.7,Lili,,Teléfono,Efectivo
2024-07-29,,Bolsas plásticas,Descartables,3,0.1,0.3,,,E-commerce,Tarjeta crédito
06-15-2024,,Yogurt natural,Lácteos,1,0.9,0.9,Yonny,,Tienda física,Transferencia
2024-01-26,CLI-9057,Pollo entero,Carnes,1,4.5,4.5,,,E-commerce,Tarjeta débito
31/07/2024,CLI-4319,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,Teléfono,Tarjeta crédito
2023-05-27,,Refresco 2L,Bebidas,4,1.1,4.4,Lili,,Tienda física,Transferencia
2023-04-27,,Pollo entero,Carnes,1,4.5,4.5,,,Teléfono,Tarjeta crédito
2024-11-30,CLI-2979,Pollo entero,Carnes,1,4.5,4.5,Yonny,,E-commerce,Efectivo
08-01-2024,CLI-7577,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Transferencia
2023-04-13,CLI-7119,Leche entera,Lácteos,1,1.2,1.2,Yonny,,Teléfono,Transferencia
2023-10-14,CLI-8185,Jamón de pavo,Embutidos,1,3.2,3.2,Yonny,,E-commerce,
2024-09-02,CLI-2104,Refresco 2L,Bebidas,3,1.1,3.3,Yonny,,E-commerce,Tarjeta débito
2024-08-31,CLI-8389,Pasta de Tomate,Enlatados,2,0.75,1.5,,,E-commerce,QR
2024-03-06,,Bolsas plásticas,Descartables,6,0.1,0.6,Yonny,,Teléfono,QR
01-15-2024,,Yogurt natural,Lácteos,1,0.9,0.9,Lili,,Teléfono,Tarjeta crédito
2023-12-15,CLI-5207,Carne molida,Carnes,1,5.8,5.8,,,Teléfono,
2023-04-11,CLI-5073,Pollo entero,Carnes,1,4.5,4.5,,,Teléfono,
2023-10-11,,Yogurt natural,Lácteos,3,0.9,2.7,Lili,,E-commerce,
10-28-2023,CLI-3689,Refresco 2L,Bebidas,3,1.1,3.3,Yonny,,E-commerce,Tarjeta débito
2024-11-13,,Refresco 2L,Bebidas,4,1.1,4.4,,,E-commerce,Tarjeta débito
2023-05-04,,Yogurt natural,Lácteos,3,0.9,2.7,,,,Efectivo
31/08/2024,,Jamón de pavo,Embutidos,1,3.2,3.2,,,Teléfono,Efectivo
2024-11-16,CLI-2933,Carne molida,Carnes,1,5.8,5.8,,,Teléfono,Tarjeta débito
2023-04-22,CLI-3765,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Teléfono,Transferencia
29/10/2024,,Pasta de Tomate,Enlatados,3,0.75,2.25,,,,
05-15-2024,CLI-3377,Bolsas plásticas,Descartables,13,0.1,1.3,Yonny,,Teléfono,Efectivo
2024-07-11,CLI-8224,Jamón de pavo,Embutidos,1,3.2,3.2,,,E-commerce,Transferencia
03-24-2023,CLI-1589,Pollo entero,Carnes,1,4.5,4.5,Lili,,E-commerce,Efectivo
2023-04-29,,Refresco 2L,Bebidas,3,1.1,3.3,Lili,,Teléfono,Efectivo
2024-11-16,CLI-4500,Pollo entero,Carnes,4,4.5,18.0,Yonny,,E-commerce,Efectivo
2023-08-30,,Pasta de Tomate,Enlatados,3,0.75,2.25,,,Teléfono,
09/09/2024,CLI-6760,Jamón de pavo,Embutidos,1,3.2,3.2,,,E-commerce,Efectivo
2023-03-20,CLI-8234,Leche entera,Lácteos,5,1.2,6.0,Yonny,,E-commerce,
27/03/2023,,Leche entera,Lácteos,4,1.2,4.8,,,Teléfono,Tarjeta débito
2024-07-01,CLI-3901,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,Tienda física,Transferencia
2023-04-13,,Refresco 2L,Bebidas,5,1.1,5.5,Lili,,Teléfono,Efectivo
08-17-2024,,Pollo entero,Carnes,1,4.5,4.5,,,Teléfono,Tarjeta crédito
2024-07-04,,Refresco 2L,Bebidas,3,1.1,3.3,Yonny,,Teléfono,Tarjeta crédito
2024-09-16,CLI-4727,Helado familiar,Lácteos,1,4.0,4.0,,,Teléfono,Transferencia
15/06/2024,,Bolsas plásticas,Descartables,5,0.1,0.5,Yonny,,Teléfono,Tarjeta crédito
2024-06-15,CLI-7746,Pasta de Tomate,Enlatados,4,0.75,3.0,Yonny,,Tienda física,Efectivo
2023-08-19,CLI-8877,Bolsas plásticas,Descartables,10,0.1,1.0,,,Teléfono,QR
2023-10-02,,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,E-commerce,
03-11-2023,CLI-8248,Yogurt natural,Lácteos,1,0.9,0.9,Lili,,Tienda física,Tarjeta débito
2024-06-29,CLI-1259,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Teléfono,Efectivo
2023-08-22,CLI-3351,Refresco 2L,Bebidas,2,1.1,2.2,Yonny,,Tienda física,QR
2023-11-11,,Refresco 2L,Bebidas,5,1.1,5.5,,,Teléfono,
2024-05-16,,Refresco 2L,Bebidas,2,1.1,2.2,Yonny,,E-commerce,Tarjeta crédito
2023-11-14,,Refresco 2L,Bebidas,2,1.1,2.2,Yonny,,Tienda física,Efectivo
2023-04-15,CLI-9105,Pasta de Tomate,Enlatados,2,0.75,1.5,,,Tienda física,Tarjeta crédito
2024-10-12,,Bolsas plásticas,Descartables,7,0.1,0.7,,,E-commerce,QR
03-09-2024,CLI-6062,Pasta de Tomate,Enlatados,1,0.75,0.75,,,Teléfono,Tarjeta débito
2023-11-15,,Refresco 2L,Bebidas,4,1.1,4.4,Lili,,Teléfono,Tarjeta débito
03-17-2023,,Papas precocinadas,Congelados,2,2.3,4.6,Yonny,,Tienda física,Transferencia
19/09/2024,CLI-3152,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,Tienda física,Tarjeta débito
2024-09-14,CLI-4064,Bolsas plásticas,Descartables,3,0.1,0.3,Yonny,,E-commerce,Efectivo
12-16-2023,,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Efectivo
2023-12-14,CLI-2938,Pollo entero,Carnes,1,4.5,4.5,,,Teléfono,Tarjeta crédito
2024-05-17,CLI-1907,Refresco 2L,Bebidas,5,1.1,5.5,,,E-commerce,
08/04/2023,,Bolsas plásticas,Descartables,9,0.1,0.9,,,,Tarjeta débito
2023-05-03,CLI-7989,Refresco 2L,Bebidas,2,1.1,2.2,,,Tienda física,Tarjeta crédito
2023-04-15,CLI-7904,Bolsas plásticas,Descartables,6,0.1,0.6,Lili,,Tienda física,Tarjeta débito
2024-07-06,CLI-8161,Pasta de Tomate,Enlatados,3,0.75,2.25,Lili,,E-commerce,Tarjeta crédito
2023-06-24,CLI-1041,Pasta de Tomate,Enlatados,4,0.75,3.0,Yonny,,,Transferencia
2023-07-29,CLI-8349,Refresco 2L,Bebidas,4,1.1,4.4,Yonny,,Tienda física,Transferencia
2024-07-09,,Pasta de Tomate,Enlatados,1,0.75,0.75,Lili,,E-commerce,Transferencia
2023-08-16,CLI-2368,Pasta de Tomate,Enlatados,1,0.75,0.75,,,Teléfono,Tarjeta crédito
2024-04-06,,Refresco 2L,Bebidas,4,1.1,4.4,,,,QR
2024-10-15,CLI-3045,Pasta de Tomate,Enlatados,3,0.75,2.25,Yonny,,Tienda física,Transferencia
2023-04-15,,Pollo entero,Carnes,1,4.5,4.5,Lili,,Teléfono,Tarjeta crédito
2023-12-29,,Refresco 2L,Bebidas,2,1.1,2.2,Yonny,,Tienda física,Efectivo
2023-04-29,CLI-7058,Helado familiar,Lácteos,1,4.0,4.0,,,E-commerce,Tarjeta débito
2024-10-25,CLI-9925,Carne molida,Carnes,1,5.8,5.8,,,Tienda física,
2024-09-21,CLI-7706,Leche entera,Lácteos,1,1.2,1.2,,,Teléfono,Transferencia
01/04/2023,CLI-2428,Bolsas plásticas,Descartables,8,0.1,0.8,Yonny,,,
2024-02-29,CLI-5955,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,QR
2024-04-08,CLI-7825,Pasta de Tomate,Enlatados,3,0.75,2.25,Yonny,,Tienda física,Tarjeta débito
2024-06-15,CLI-5202,Helado familiar,Lácteos,3,4.0,12.0,,,Teléfono,Tarjeta débito
2024-06-21,CLI-8538,Pasta de Tomate,Enlatados,5,0.75,3.75,Yonny,,Tienda física,QR
2023-03-25,CLI-8433,Leche entera,Lácteos,3,1.2,3.6,Yonny,,Teléfono,QR
05/04/2024,,Leche entera,Lácteos,1,1.2,1.2,,,E-commerce,Transferencia
2023-12-22,,Leche entera,Lácteos,2,1.2,2.4,Yonny,,Tienda física,Tarjeta crédito
2024-05-20,,Refresco 2L,Bebidas,6,1.1,6.6,,,E-commerce,Tarjeta crédito
2024-06-29,CLI-5205,Refresco 2L,Bebidas,5,1.1,5.5,Lili,,,
2024-03-30,,Pollo entero,Carnes,1,4.5,4.5,,,E-commerce,Efectivo
2023-07-08,CLI-1386,Refresco 2L,Bebidas,1,1.1,1.1,Lili,,Tienda física,
04-10-2024,,Bolsas plásticas,Descartables,9,0.1,0.9,,,Teléfono,Tarjeta débito
2024-07-04,,Papas precocinadas,Congelados,2,2.3,4.6,,,Tienda física,Transferencia
2024/04/20,CLI-1618,Leche entera,Lácteos,1,1.2,1.2,Yonny,,Tienda física,Tarjeta crédito
2024-08-19,CLI-1551,Refresco 2L,Bebidas,4,1.1,4.4,Yonny,,E-commerce,Tarjeta crédito
2024-04-13,CLI-9608,Yogurt natural,Lácteos,2,0.9,1.8,Lili,,Tienda física,
2023-11-24,,Yogurt natural,Lácteos,2,0.9,1.8,,,E-commerce,Tarjeta débito
2023-09-01,,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,
2024-02-12,,Carne molida,Carnes,1,5.8,5.8,Lili,,Teléfono,QR
2024-04-15,CLI-5348,Pasta de Tomate,Enlatados,5,0.75,3.75,,,E-commerce,Efectivo
2024-08-01,CLI-8069,Carne molida,Carnes,1,5.8,5.8,Lili,,Tienda física,Efectivo
2023-04-17,CLI-9741,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,
03/08/2024,,Yogurt natural,Lácteos,5,0.9,4.5,,,E-commerce,QR
2023-03-07,CLI-1907,Pollo entero,Carnes,2,4.5,9.0,,,Tienda física,Tarjeta débito
2023-05-01,,Leche entera,Lácteos,4,1.2,4.8,Yonny,,Teléfono,
2024-08-29,CLI-1585,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Efectivo
2024-07-25,,Pasta de Tomate,Enlatados,1,0.75,0.75,,,Teléfono,QR
2023-11-30,,Helado familiar,Lácteos,1,4.0,4.0,Lili,,Teléfono,Tarjeta débito
2024-09-30,CLI-2884,Pollo entero,Carnes,1,4.5,4.5,Lili,,Teléfono,Transferencia
15/03/2023,CLI-7637,Pasta de Tomate,Enlatados,4,0.75,3.0,,,Tienda física,Efectivo
2024-09-04,CLI-6263,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Efectivo
2024-01-31,CLI-6028,Pollo entero,Carnes,1,4.5,4.5,,,Teléfono,QR
2024-11-09,CLI-8160,Leche entera,Lácteos,3,1.2,3.6,,,Teléfono,
08-15-2024,,Pollo entero,Carnes,2,4.5,9.0,Lili,,Tienda física,Tarjeta débito
10/11/2023,CLI-7882,Bolsas plásticas,Descartables,10,0.1,1.0,,,E-commerce,
2024-01-02,CLI-5480,Papas precocinadas,Congelados,1,2.3,2.3,,,E-commerce,
2023-09-04,,Carne molida,Carnes,2,5.8,11.6,,,E-commerce,Efectivo
2023-04-26,,Jamón de pavo,Embutidos,1,3.2,3.2,,,Teléfono,Efectivo
2024-09-03,CLI-7355,Helado familiar,Lácteos,1,4.0,4.0,Yonny,,E-commerce,Transferencia
2023-07-07,CLI-9372,Bolsas plásticas,Descartables,11,0.1,1.1,Yonny,,Teléfono,QR
2023-10-30,CLI-9026,Pasta de Tomate,Enlatados,3,0.75,2.25,Yonny,,Tienda física,QR
08-18-2023,CLI-4832,Pasta de Tomate,Enlatados,3,0.75,2.25,Lili,,E-commerce,Efectivo
2024-01-25,CLI-7266,Bolsas plásticas,Descartables,7,0.1,0.7,,,Teléfono,Tarjeta crédito
2024-09-14,CLI-8082,Yogurt natural,Lácteos,4,0.9,3.6,Yonny,,Teléfono,Efectivo
2023-07-17,CLI-2218,Papas precocinadas,Congelados,1,2.3,2.3,Yonny,,Tienda física,Efectivo
2023-07-05,CLI-4044,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Tarjeta débito
13/03/2024,CLI-7109,Pollo entero,Carnes,3,4.5,13.5,,,Tienda física,Transferencia
13/01/2024,,Leche entera,Lácteos,2,1.2,2.4,,,,Efectivo
2024-06-15,CLI-5038,Pasta de Tomate,Enlatados,4,0.75,3.0,Lili,,Tienda física,Efectivo
2024-02-28,,Refresco 2L,Bebidas,4,1.1,4.4,Yonny,,Tienda física,QR
2024-02-07,,Refresco 2L,Bebidas,2,1.1,2.2,Yonny,,Tienda física,Efectivo
2023-12-02,CLI-9320,Refresco 2L,Bebidas,1,1.1,1.1,,,Tienda física,Transferencia
2023-12-16,,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,Tarjeta débito
2023-09-08,CLI-5868,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Tarjeta débito
2024-09-14,CLI-5190,Refresco 2L,Bebidas,5,1.1,5.5,,,E-commerce,Transferencia
2023-04-29,CLI-3677,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,QR
2024/01/23,,Refresco 2L,Bebidas,1,1.1,1.1,,,Teléfono,
2023-12-08,,Papas precocinadas,Congelados,1,2.3,2.3,Yonny,,Tienda física,Transferencia
2024-10-19,,Leche entera,Lácteos,2,1.2,2.4,Lili,,E-commerce,QR
2023-09-29,CLI-8264,Leche entera,Lácteos,5,1.2,6.0,,,Teléfono,Tarjeta crédito
2024-03-01,CLI-5471,Bolsas plásticas,Descartables,5,0.1,0.5,,,,Tarjeta crédito
10-21-2023,CLI-7273,Refresco 2L,Bebidas,3,1.1,3.3,Yonny,,E-commerce,Tarjeta crédito
2023-03-22,CLI-9606,Yogurt natural,Lácteos,5,0.9,4.5,Yonny,,Tienda física,QR
2024-08-31,CLI-6582,Leche entera,Lácteos,1,1.2,1.2,,,Teléfono,
2023-06-23,CLI-1163,Leche entera,Lácteos,1,1.2,1.2,Lili,,E-commerce,
2024-11-20,,Bolsas plásticas,Descartables,13,0.1,1.3,Yonny,,Teléfono,Tarjeta crédito
2024-04-01,,Bolsas plásticas,Descartables,5,0.1,0.5,,,E-commerce,Transferencia
17/07/2023,CLI-7045,Pasta de Tomate,Enlatados,2,0.75,1.5,Lili,,E-commerce,Efectivo
11/07/2024,CLI-8060,Yogurt natural,Lácteos,3,0.9,2.7,,,Tienda física,Efectivo
2024-06-15,CLI-8877,Yogurt natural,Lácteos,3,0.9,2.7,Yonny,,Teléfono,QR
2023-04-05,,Pollo entero,Carnes,1,4.5,4.5,,,Teléfono,Transferencia
2023-04-03,,Jamón de pavo,Embutidos,1,3.2,3.2,Lili,,E-commerce,Transferencia
2024/11/15,CLI-8640,Carne molida,Carnes,1,5.8,5.8,Yonny,,Teléfono,Efectivo
2023/10/11,CLI-6017,Refresco 2L,Bebidas,2,1.1,2.2,Lili,,Teléfono,
13/07/2024,CLI-8444,Bolsas plásticas,Descartables,7,0.1,0.7,,,Tienda física,
2024-03-30,CLI-8579,Helado familiar,Lácteos,3,4.0,12.0,,,Tienda física,Transferencia
2023-08-12,CLI-9921,Pasta de Tomate,Enlatados,3,0.75,2.25,,,E-commerce,Transferencia
04-24-2023,CLI-4683,Carne molida,Carnes,1,5.8,5.8,,,E-commerce,Transferencia
2024-06-29,,Pasta de Tomate,Enlatados,3,0.75,2.25,,,E-commerce,Transferencia
09-14-2024,CLI-5824,Pasta de Tomate,Enlatados,1,0.75,0.75,Yonny,,,Tarjeta crédito
25/11/2023,CLI-8458,Refresco 2L,Bebidas,7,1.1,7.7,,,,QR
2024-04-27,CLI-9373,Pasta de Tomate,Enlatados,1,0.75,0.75,,,Teléfono,Efectivo
2023-04-22,,Papas precocinadas,Congelados,5,2.3,11.5,Lili,,Teléfono,Efectivo
2023-04-29,,Yogurt natural,Lácteos,2,0.9,1.8,,,E-commerce,Efectivo
2023-07-15,CLI-1160,Helado familiar,Lácteos,3,4.0,12.0,,,Tienda física,Transferencia
27/09/2024,CLI-5582,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Tarjeta débito
2023/08/12,CLI-2896,Pasta de Tomate,Enlatados,2,0.75,1.5,,,E-commerce,Efectivo
2024-06-15,CLI-8018,Refresco 2L,Bebidas,2,1.1,2.2,,,E-commerce,Tarjeta crédito
2023-08-15,CLI-7048,Pasta de Tomate,Enlatados,3,0.75,2.25,,,Tienda física,Transferencia
2023-08-05,CLI-8381,Bolsas plásticas,Descartables,13,0.1,1.3,Yonny,,E-commerce,Tarjeta crédito
2024-10-15,CLI-1848,Pollo entero,Carnes,1,4.5,4.5,,,E-commerce,Tarjeta crédito
30/09/2023,CLI-1954,Pollo entero,Carnes,1,4.5,4.5,,,,Tarjeta crédito
2023/09/16,,Bolsas plásticas,Descartables,14,0.1,1.4,Lili,,Tienda física,Tarjeta crédito
2024-03-29,,Refresco 2L,Bebidas,3,1.1,3.3,Yonny,,Tienda física,Tarjeta crédito
2024-06-13,CLI-7977,Helado familiar,Lácteos,1,4.0,4.0,Lili,,Teléfono,Efectivo
04-12-2023,,Refresco 2L,Bebidas,4,1.1,4.4,Yonny,,E-commerce,QR
2024-09-07,CLI-6506,Leche entera,Lácteos,3,1.2,3.6,Yonny,,Tienda física,Tarjeta débito
2023-04-29,CLI-8376,Pasta de Tomate,Enlatados,3,0.75,2.25,,,Teléfono,Tarjeta débito
14/09/2024,CLI-9445,Yogurt natural,Lácteos,3,0.9,2.7,Lili,,Teléfono,Efectivo
2023-10-28,,Papas precocinadas,Congelados,4,2.3,9.2,,,Tienda física,Transferencia
2024-01-29,,Leche entera,Lácteos,2,1.2,2.4,Yonny,,Tienda física,QR
2024-10-31,CLI-4673,Leche entera,Lácteos,1,1.2,1.2,Lili,,Tienda física,Tarjeta débito
01-20-2024,CLI-2802,Pollo entero,Carnes,1,4.5,4.5,,,Tienda física,Tarjeta débito
2024-08-26,CLI-5768,Refresco 2L,Bebidas,2,1.1,2.2,Lili,,Teléfono,Tarjeta crédito
05-26-2023,CLI-8707,Papas precocinadas,Congelados,3,2.3,6.9,,,E-commerce,Tarjeta crédito
2024-11-12,CLI-9933,Refresco 2L,Bebidas,1,1.1,1.1,,,Teléfono,Tarjeta débito
2024-03-30,CLI-4786,Carne molida,Carnes,1,5.8,5.8,,,E-commerce,Efectivo
2024-02-03,CLI-8644,Pollo entero,Carnes,1,4.5,4.5,Lili,,Teléfono,
07-03-2024,CLI-5226,Pasta de Tomate,Enlatados,2,0.75,1.5,,,Tienda física,Transferencia
2024-09-14,,Refresco 2L,Bebidas,2,1.1,2.2,,,E-commerce,QR
18/04/2023,CLI-2081,Carne molida,Carnes,1,5.8,5.8,Yonny,,E-commerce,Tarjeta crédito
05-14-2024,CLI-7887,Carne molida,Carnes,1,5.8,5.8,Lili,,Tienda física,Transferencia
2024-06-27,CLI-3552,Refresco 2L,Bebidas,3,1.1,3.3,,,Teléfono,Tarjeta crédito
2023-08-15,,Pasta de Tomate,Enlatados,1,0.75,0.75,Lili,,Teléfono,Tarjeta crédito
2023-12-14,CLI-1923,Refresco 2L,Bebidas,5,1.1,5.5,,,Teléfono,Tarjeta crédito
01-27-2024,CLI-9455,Bolsas plásticas,Descartables,10,0.1,1.0,Lili,,E-commerce,Tarjeta crédito
2023-06-17,,Leche entera,Lácteos,1,1.2,1.2,,,Teléfono,Transferencia
2023-05-12,,Carne molida,Carnes,1,5.8,5.8,Yonny,,E-commerce,
2024-04-24,CLI-9610,Bolsas plásticas,Descartables,6,0.1,0.6,Yonny,,Teléfono,Tarjeta débito
2024-03-23,CLI-3071,Pasta de Tomate,Enlatados,5,0.75,3.75,Lili,,Tienda física,QR
2024-01-08,CLI-3917,Helado familiar,Lácteos,3,4.0,12.0,Yonny,,Tienda física,Tarjeta crédito
2023-03-17,CLI-8258,Refresco 2L,Bebidas,4,1.1,4.4,Lili,,E-commerce,QR
2023-03-13,,Bolsas plásticas,Descartables,6,0.1,0.6,,,E-commerce,Efectivo
2024-01-01,CLI-3073,Leche entera,Lácteos,2,1.2,2.4,,,Teléfono,Transferencia
16/09/2023,CLI-5812,Helado familiar,Lácteos,1,4.0,4.0,,,E-commerce,QR
2023-06-17,CLI-6546,Papas precocinadas,Congelados,2,2.3,4.6,,,Tienda física,Tarjeta débito
14/08/2023,CLI-9218,Bolsas plásticas,Descartables,10,0.1,1.0,,,Teléfono,Efectivo
2024-10-09,,Refresco 2L,Bebidas,3,1.1,3.3,,,Tienda física,QR
2024-04-22,CLI-4906,Bolsas plásticas,Descartables,2,0.1,0.2,Lili,,Tienda física,
2024-05-02,CLI-2752,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,Efectivo
19/06/2023,,Pollo entero,Carnes,1,4.5,4.5,Yonny,,Tienda física,
2023-04-21,,Bolsas plásticas,Descartables,10,0.1,1.0,Yonny,,Tienda física,Transferencia
2023-08-14,CLI-2141,Bolsas plásticas,Descartables,11,0.1,1.1,,,E-commerce,Tarjeta crédito
21/06/2024,CLI-8085,Jamón de pavo,Embutidos,1,3.2,3.2,,,Tienda física,Transferencia
2023-08-14,CLI-5490,Papas precocinadas,Congelados,1,2.3,2.3,,,Teléfono,Tarjeta crédito
2023-07-29,,Papas precocinadas,Congelados,2,2.3,4.6,Yonny,,Tienda física,Tarjeta crédito
2023-09-16,CLI-6092,Papas precocinadas,Congelados,2,2.3,4.6,Lili,,Tienda física,Tarjeta crédito
2024/03/16,,Pasta de Tomate,Enlatados,1,0.75,0.75,Yonny,,,Transferencia
2023-09-25,,Papas precocinadas,Congelados,1,2.3,2.3,Lili,,Tienda física,Transferencia
2023-08-11,CLI-1350,Leche entera,Lácteos,3,1.2,3.6,Yonny,,Tienda física,QR
30/11/2023,,Papas precocinadas,Congelados,1,2.3,2.3,Lili,,Tienda física,QR
2023-10-19,,Pasta de Tomate,Enlatados,1,0.75,0.75,Yonny,,Tienda física,Tarjeta crédito
2024-11-15,CLI-8897,Yogurt natural,Lácteos,4,0.9,3.6,Yonny,,E-commerce,Tarjeta débito
2023-05-22,,Leche entera,Lácteos,2,1.2,2.4,,,E-commerce,Transferencia
2024-07-11,,Bolsas plásticas,Descartables,5,0.1,0.5,Lili,,Tienda física,QR
2023-12-23,,Leche entera,Lácteos,1,1.2,1.2,Lili,,E-commerce,Tarjeta crédito
2024-06-22,CLI-3798,Jamón de pavo,Embutidos,1,3.2,3.2,,,E-commerce,Transferencia
2023-07-06,CLI-2102,Jamón de pavo,Embutidos,1,3.2,3.2,Yonny,,Tienda física,
2023-09-29,,Jamón de pavo,Embutidos,2,3.2,6.4,Yonny,,Teléfono,Efectivo
2024-11-04,CLI-3182,Leche entera,Lácteos,1,1.2,1.2,,,Teléfono,Tarjeta crédito
2024-07-29,CLI-2365,Carne molida,Carnes,2,5.8,11.6,Lili,,Teléfono,Transferencia
24/07/2023,CLI-3938,Leche entera,Lácteos,1,1.2,1.2,Lili,,Teléfono,QR
2023-04-08,,Yogurt natural,Lácteos,1,0.9,0.9,,,Tienda física,Tarjeta débito
08-08-2024,CLI-1105,Leche entera,Lácteos,1,1.2,1.2,,,Tienda física,Tarjeta débito
21/06/2023,CLI-3792,Pasta de Tomate,Enlatados,1,0.75,0.75,,,E-commerce,Transferencia
16/09/2023,,Yogurt natural,Lácteos,4,0.9,3.6,Yonny,,Tienda física,Transferencia
2024-03-16,CLI-6159,Pasta de Tomate,Enlatados,1,0.75,0.75,Lili,,E-commerce,QR
2023-05-01,,Yogurt natural,Lácteos,1,0.9,0.9,,,Tienda física,Tarjeta crédito
2024-07-31,CLI-6674,Bolsas plásticas,Descartables,8,0.1,0.8,Lili,,Teléfono,Tarjeta débito
2024-01-11,,Helado familiar,Lácteos,1,4.0,4.0,,,Tienda física,Efectivo
2023-08-21,,Papas precocinadas,Congelados,3,2.3,6.9,,,Teléfono,Tarjeta débito
2023-09-30,CLI-4727,Yogurt natural,Lácteos,1,0.9,0.9,,,Tienda física,QR
2023-05-24,CLI-6074,Carne molida,Carnes,1,5.8,5.8,Lili,,Teléfono,QR
2023-06-27,CLI-9246,Carne molida,Carnes,1,5.8,5.8,,,Teléfono,QR
2024-07-29,CLI-8631,Yogurt natural,Lácteos,6,0.9,5.4,,,Teléfono,QR
06-17-2024,CLI-4963,Leche entera,Lácteos,3,1.2,3.6,Lili,,E-commerce,QR
01/11/2024,CLI-5899,Pollo entero,Carnes,3,4.5,13.5,,,Tienda física,QR
07/03/2023,CLI-5333,Pasta de Tomate,Enlatados,2,0.75,1.5,,,Tienda física,Transferencia
2023-06-22,CLI-7882,Carne molida,Carnes,1,5.8,5.8,Yonny,,Tienda física,QR
2024-05-29,CLI-4694,Pollo entero,Carnes,1,4.5,4.5,,,,Efectivo
11/07/2024,CLI-2105,Yogurt natural,Lácteos,2,0.9,1.8,Yonny,,Tienda física,
01-25-2024,CLI-3176,Leche entera,Lácteos,1,1.2,1.2,Yonny,,Tienda física,QR
29/08/2023,CLI-2350,Jamón de pavo,Embutidos,2,3.2,6.4,,,E-commerce,
2024-06-15,CLI-5659,Pollo entero,Carnes,1,4.5,4.5,Lili,,Teléfono,
13/07/2023,CLI-3810,Yogurt natural,Lácteos,3,0.9,2.7,Yonny,,Tienda física,Efectivo
