fecha,cliente_id,producto,categoria,cantidad,precio_unitario,total,vendedor,region,canal,metodo_pago
2023-10-01,,Leche entera,Lácteos,3,1.22,3.66,Ana López,Sur,E-commerce,Tarjeta crédito
10-05-2023,,Bolsas plásticas,Descartables,10,0.1,1.0,Laura Torres,Sur,E-commerce,QR
31/08/2024,,Jamón de pavo,Embutidos,1,3.18,3.18,,Oeste,Teléfono,Tarjeta crédito
04-08-2024,CLI-4634,Carne molida,Carnes,1,5.75,5.75,Carlos Ruiz,Oeste,Tienda física,Transferencia
2024-06-28,CLI-9103,Yogurt natural,Lácteos,1,0.88,0.88,María Gómez,Norte,E-commerce,
2024-11-14,CLI-4122,Bolsas plásticas,Descartables,6,0.1,0.6,María Gómez,Sur,E-commerce,Tarjeta débito
2023-05-03,CLI-6217,Leche entera,Lácteos,3,1.18,3.54,Carlos Ruiz,Centro,Tienda física,Efectivo
04-27-2024,,Leche entera,Lácteos,2,1.19,2.38,Ana López,Norte,E-commerce,Tarjeta crédito
04-30-2024,CLI-4260,Refresco 2L,Bebidas,3,1.1,3.3,María Gómez,Centro,,Tarjeta débito
2024-01-16,CLI-2967,Leche entera,Lácteos,2,1.19,2.38,María Gómez,Centro,E-commerce,Transferencia
12-09-2023,,Pollo entero,Carnes,1,4.65,4.65,María Gómez,Centro,Teléfono,QR
24/09/2023,CLI-2334,Refresco 2L,Bebidas,3,1.07,3.21,,Este,Teléfono,Tarjeta crédito
07-29-2024,CLI-6873,Jamón de pavo,Embutidos,1,3.11,3.11,Pedro Díaz,Este,E-commerce,QR
02/06/2023,CLI-6193,Bolsas plásticas,Descartables,8,0.1,0.8,,Sur,E-commerce,Efectivo
21/01/2024,CLI-2071,Bolsas plásticas,Descartables,9,0.1,0.9,,Centro,Tienda física,Efectivo
2023-12-09,CLI-8855,Bolsas plásticas,Descartables,10,0.1,1.0,Pedro Díaz,Oeste,Teléfono,Tarjeta crédito
09-16-2024,,Pasta de Tomate,Enlatados,1,0.75,0.75,Laura Torres,Centro,E-commerce,Efectivo
2023-03-13,,Yogurt natural,Lácteos,4,0.92,3.68,Carlos Ruiz,Norte,Teléfono,Tarjeta crédito
2024-04-28,CLI-1130,Bolsas plásticas,Descartables,4,0.1,0.4,Pedro Díaz,Sur,Tienda física,Efectivo
2024-09-21,CLI-6273,Refresco 2L,Bebidas,3,1.14,3.42,Laura Torres,Sur,E-commerce,QR
02/05/2023,,Pollo entero,Carnes,1,4.49,4.49,Laura Torres,Norte,Tienda física,Tarjeta crédito
2024-10-09,,Leche entera,Lácteos,2,1.21,2.42,,Norte,Teléfono,Tarjeta débito
03/07/2023,CLI-8691,Refresco 2L,Bebidas,4,1.09,4.36,Ana López,,E-commerce,Efectivo
2023-04-14,CLI-2956,Pollo entero,Carnes,2,4.35,8.7,Pedro Díaz,Centro,E-commerce,Tarjeta débito
2023-08-07,,Pollo entero,Carnes,2,4.44,8.88,,Oeste,Tienda física,Transferencia
2023-06-30,CLI-2841,Pasta de Tomate,Enlatados,2,0.75,1.5,,Oeste,E-commerce,Efectivo
2023-11-29,,Pollo entero,Carnes,1,4.68,4.68,Laura Torres,Sur,E-commerce,Efectivo
2023-04-24,CLI-9589,Pollo entero,Carnes,3,4.48,13.44,Laura Torres,Centro,Tienda física,Tarjeta débito
08/08/2023,CLI-3323,Pasta de Tomate,Enlatados,3,0.73,2.19,María Gómez,Este,Tienda física,QR
29/08/2024,CLI-5375,Papas precocinadas,Congelados,4,2.22,8.88,,Centro,Tienda física,Efectivo
2023-04-23,CLI-8429,Bolsas plásticas,Descartables,8,0.1,0.8,,Oeste,E-commerce,Efectivo
16/12/2023,CLI-5916,Leche entera,Lácteos,2,1.22,2.44,Laura Torres,Centro,Tienda física,Tarjeta crédito
2024-01-05,CLI-2352,Refresco 2L,Bebidas,2,1.1,2.2,,Oeste,E-commerce,Tarjeta crédito
2023-09-03,CLI-3964,Carne molida,Carnes,1,5.71,5.71,Pedro Díaz,Oeste,E-commerce,Tarjeta débito
2024-02-25,CLI-7954,Pollo entero,Carnes,1,4.4,4.4,,Norte,Tienda física,Tarjeta crédito
2023-09-03,CLI-7640,Pasta de Tomate,Enlatados,2,0.75,1.5,,Centro,E-commerce,Tarjeta crédito
18/10/2023,CLI-8342,Pasta de Tomate,Enlatados,5,0.73,3.65,Carlos Ruiz,Oeste,Teléfono,Efectivo
2024-10-14,,Pollo entero,Carnes,1,4.29,4.29,,Sur,Teléfono,Tarjeta débito
2023-12-17,,Yogurt natural,Lácteos,2,0.89,1.78,María Gómez,Norte,Teléfono,Tarjeta débito
2023-11-03,CLI-4197,Yogurt natural,Lácteos,3,0.9,2.7,Pedro Díaz,Oeste,Teléfono,Tarjeta crédito
06-14-2023,CLI-3953,Pollo entero,Carnes,1,4.39,4.39,Laura Torres,Norte,E-commerce,Transferencia
2024-09-21,CLI-9362,Jamón de pavo,Embutidos,1,3.23,3.23,Carlos Ruiz,Norte,Tienda física,QR
2023-05-15,CLI-4169,Helado familiar,Lácteos,3,3.91,11.73,Carlos Ruiz,Oeste,E-commerce,Transferencia
2024-10-15,CLI-4122,Yogurt natural,Lácteos,5,0.9,4.5,Carlos Ruiz,Centro,Teléfono,
2024-06-18,CLI-4532,Yogurt natural,Lácteos,9,0.91,8.19,,Oeste,Teléfono,Efectivo
14/05/2024,,Yogurt natural,Lácteos,4,0.91,3.64,Ana López,Sur,Teléfono,Tarjeta débito
29/11/2024,CLI-3281,Bolsas plásticas,Descartables,2,0.1,0.2,María Gómez,Centro,Tienda física,Transferencia
08-20-2023,CLI-4894,Pasta de Tomate,Enlatados,2,0.75,1.5,Laura Torres,Oeste,Tienda física,Transferencia
2024-08-26,CLI-4951,Pollo entero,Carnes,1,4.62,4.62,Carlos Ruiz,Norte,E-commerce,Tarjeta crédito
2023-03-28,CLI-9672,Carne molida,Carnes,1,5.75,5.75,María Gómez,Norte,Teléfono,Tarjeta crédito
2024-05-04,CLI-4047,Refresco 2L,Bebidas,1,1.09,1.09,,Oeste,Teléfono,Tarjeta débito
03-11-2023,CLI-3154,Papas precocinadas,Congelados,3,2.28,6.84,,Centro,E-commerce,Transferencia
2023-12-06,,Pollo entero,Carnes,1,4.53,4.53,,,Teléfono,Tarjeta débito
01/09/2023,CLI-6373,Refresco 2L,Bebidas,4,1.05,4.2,Ana López,Este,Tienda física,Tarjeta crédito
2024-11-13,CLI-2135,Bolsas plásticas,Descartables,10,0.1,1.0,Carlos Ruiz,Este,Teléfono,Tarjeta crédito
2024-02-22,CLI-9446,Refresco 2L,Bebidas,4,1.07,4.28,Laura Torres,Centro,Teléfono,Efectivo
2023-04-16,CLI-3218,Refresco 2L,Bebidas,2,1.11,2.22,,Este,Tienda física,
2024-10-10,CLI-2667,Refresco 2L,Bebidas,2,1.08,2.16,María Gómez,Sur,Tienda física,Efectivo
2024-11-25,CLI-5855,Yogurt natural,Lácteos,2,0.89,1.78,,Centro,Tienda física,Tarjeta débito
2024-05-25,CLI-1426,Yogurt natural,Lácteos,2,0.89,1.78,Carlos Ruiz,Este,Teléfono,Transferencia
2023-04-13,CLI-8922,Pollo entero,Carnes,1,4.52,4.52,María Gómez,Este,Teléfono,QR
05-06-2023,CLI-3211,Papas precocinadas,Congelados,1,2.38,2.38,Pedro Díaz,Este,E-commerce,Transferencia
2024-05-14,CLI-3904,Leche entera,Lácteos,1,1.19,1.19,,Este,E-commerce,Tarjeta débito
04/08/2024,CLI-4743,Bolsas plásticas,Descartables,5,0.1,0.5,Ana López,Oeste,Tienda física,Transferencia
07-21-2023,CLI-9128,Leche entera,Lácteos,2,1.23,2.46,Pedro Díaz,Norte,Teléfono,QR
03-14-2023,CLI-2159,Pasta de Tomate,Enlatados,6,0.74,4.44,María Gómez,Este,Teléfono,Tarjeta débito
2023-12-17,CLI-9958,Refresco 2L,Bebidas,4,1.1,4.4,María Gómez,Sur,Tienda física,Transferencia
2023-05-20,CLI-1254,Leche entera,Lácteos,2,1.25,2.5,Ana López,Norte,,Tarjeta débito
2023-09-10,CLI-4501,Papas precocinadas,Congelados,1,2.35,2.35,,Este,Teléfono,QR
2024-02-04,,Carne molida,Carnes,1,5.78,5.78,,Centro,Tienda física,Efectivo
2023-06-21,CLI-1913,Pollo entero,Carnes,1,4.52,4.52,Carlos Ruiz,Centro,,Efectivo
15/08/2023,CLI-7953,Pasta de Tomate,Enlatados,2,0.74,1.48,María Gómez,Centro,Teléfono,QR
2024-03-26,CLI-8300,Jamón de pavo,Embutidos,1,3.18,3.18,María Gómez,Norte,Teléfono,Tarjeta débito
2023-10-05,CLI-7353,Pollo entero,Carnes,1,4.38,4.38,Ana López,Sur,Tienda física,QR
2024-10-30,CLI-3534,Leche entera,Lácteos,3,1.19,3.57,Ana López,Este,E-commerce,Efectivo
2023-07-09,CLI-3988,Refresco 2L,Bebidas,3,1.08,3.24,Carlos Ruiz,Centro,Teléfono,Efectivo
2023-08-21,CLI-9262,Bolsas plásticas,Descartables,10,0.1,1.0,,Centro,,Transferencia
24/08/2024,,Leche entera,Lácteos,2,1.15,2.3,,Norte,Tienda física,Tarjeta débito
2023-08-01,CLI-1172,Leche entera,Lácteos,1,1.22,1.22,Laura Torres,Norte,Teléfono,Efectivo
2024-06-08,CLI-1505,Papas precocinadas,Congelados,3,2.28,6.84,Pedro Díaz,Este,Tienda física,Tarjeta crédito
2024-10-04,,Bolsas plásticas,Descartables,10,0.1,1.0,Carlos Ruiz,Norte,Tienda física,Tarjeta crédito
2023-11-13,CLI-1928,Carne molida,Carnes,1,5.57,5.57,Carlos Ruiz,Oeste,Tienda física,Efectivo
06-21-2023,CLI-5747,Pasta de Tomate,Enlatados,3,0.73,2.19,María Gómez,Centro,Teléfono,Tarjeta débito
2024-11-10,CLI-9465,Papas precocinadas,Congelados,2,2.29,4.58,Ana López,Oeste,,Tarjeta crédito
2024-05-02,CLI-1552,Pollo entero,Carnes,1,4.54,4.54,,Oeste,Teléfono,Tarjeta débito
09-07-2023,CLI-4546,Bolsas plásticas,Descartables,9,0.1,0.9,Laura Torres,Oeste,Teléfono,Transferencia
2024-01-31,,Helado familiar,Lácteos,2,4.06,8.12,Laura Torres,Oeste,Tienda física,QR
14/09/2023,,Papas precocinadas,Congelados,2,2.26,4.52,María Gómez,Sur,Teléfono,Efectivo
01/06/2024,,Pollo entero,Carnes,1,4.54,4.54,Pedro Díaz,Oeste,Tienda física,Tarjeta débito
09/06/2023,,Papas precocinadas,Congelados,3,2.24,6.72,Pedro Díaz,Sur,Teléfono,Efectivo
11/11/2023,CLI-6815,Pasta de Tomate,Enlatados,2,0.74,1.48,Ana López,Centro,Teléfono,Efectivo
2023-09-23,CLI-5989,Pollo entero,Carnes,1,4.31,4.31,,Sur,Tienda física,Tarjeta débito
29/10/2023,,Leche entera,Lácteos,7,1.22,8.54,Laura Torres,Sur,Teléfono,Transferencia
2024-07-03,CLI-3976,Pasta de Tomate,Enlatados,4,0.75,3.0,Carlos Ruiz,Sur,Teléfono,QR
2023-05-28,,Jamón de pavo,Embutidos,2,3.34,6.68,María Gómez,Sur,E-commerce,Efectivo
2024-06-11,CLI-5583,Pollo entero,Carnes,1,4.49,4.49,,Norte,Tienda física,Tarjeta débito
11-26-2023,CLI-5543,Leche entera,Lácteos,2,1.21,2.42,Carlos Ruiz,Oeste,Teléfono,QR
2024-08-11,CLI-4613,Carne molida,Carnes,2,5.91,11.82,Pedro Díaz,Este,E-commerce,Tarjeta débito
2024-04-15,CLI-8570,Bolsas plásticas,Descartables,7,0.1,0.7,,Sur,E-commerce,Tarjeta crédito
2024-04-27,CLI-5628,Pollo entero,Carnes,1,4.44,4.44,Carlos Ruiz,Centro,E-commerce,Transferencia
29/04/2023,CLI-8203,Bolsas plásticas,Descartables,10,0.1,1.0,,Norte,Tienda física,Efectivo
09-18-2023,CLI-4194,Carne molida,Carnes,1,5.95,5.95,,Centro,Tienda física,Tarjeta débito
2024/04/15,CLI-1638,Pollo entero,Carnes,1,4.52,4.52,,Norte,E-commerce,Tarjeta crédito
2024-05-05,CLI-6216,Papas precocinadas,Congelados,2,2.38,4.76,Carlos Ruiz,Norte,E-commerce,Tarjeta débito
2023-06-16,CLI-5093,Pollo entero,Carnes,1,4.35,4.35,,Sur,Tienda física,
2023-03-30,,Carne molida,Carnes,1,5.83,5.83,Ana López,Oeste,E-commerce,Efectivo
23/07/2023,CLI-5762,Pasta de Tomate,Enlatados,2,0.75,1.5,Carlos Ruiz,Centro,Teléfono,Transferencia
2024-06-23,,Refresco 2L,Bebidas,2,1.09,2.18,,Sur,Teléfono,QR
2024-06-23,CLI-8990,Leche entera,Lácteos,4,1.21,4.84,Carlos Ruiz,Centro,Tienda física,Tarjeta débito
2024-07-24,,Refresco 2L,Bebidas,5,1.1,5.5,Pedro Díaz,Oeste,Tienda física,
15/09/2023,CLI-5501,Bolsas plásticas,Descartables,5,0.1,0.5,Pedro Díaz,,Teléfono,Tarjeta débito
2024-08-14,,Bolsas plásticas,Descartables,6,0.1,0.6,Laura Torres,Centro,Teléfono,Efectivo
2023-12-20,CLI-7028,Pollo entero,Carnes,1,4.57,4.57,Ana López,Norte,E-commerce,
2024-06-01,CLI-5632,Jamón de pavo,Embutidos,3,3.1,9.3,,Este,E-commerce,QR
30/06/2024,CLI-8147,Refresco 2L,Bebidas,4,1.11,4.44,Carlos Ruiz,Centro,Tienda física,Tarjeta débito
2024-08-13,,Leche entera,Lácteos,1,1.22,1.22,Carlos Ruiz,Oeste,E-commerce,Tarjeta débito
2023-03-21,CLI-7394,Papas precocinadas,Congelados,2,2.26,4.52,Ana López,Sur,Teléfono,QR
2024-09-13,,Yogurt natural,Lácteos,6,0.89,5.34,María Gómez,Sur,Teléfono,Efectivo
14/10/2024,,Pollo entero,Carnes,1,4.66,4.66,María Gómez,Centro,Tienda física,Transferencia
08-21-2023,CLI-6530,Bolsas plásticas,Descartables,13,0.1,1.3,,Oeste,E-commerce,Transferencia
2024-04-27,CLI-3980,Yogurt natural,Lácteos,5,0.93,4.65,Laura Torres,Sur,Teléfono,Transferencia
16/03/2024,CLI-7223,Pasta de Tomate,Enlatados,4,0.72,2.88,Laura Torres,Oeste,Teléfono,
2024-11-28,CLI-6417,Jamón de pavo,Embutidos,2,3.14,6.28,Ana López,Centro,Tienda física,Tarjeta crédito
29/05/2023,CLI-5809,Yogurt natural,Lácteos,2,0.88,1.76,Ana López,Centro,,Efectivo
2023-05-17,,Yogurt natural,Lácteos,3,0.88,2.64,Pedro Díaz,Norte,E-commerce,
2024-01-06,CLI-3905,Leche entera,Lácteos,2,1.21,2.42,Laura Torres,Centro,Teléfono,Tarjeta débito
2023/11/01,CLI-3778,Papas precocinadas,Congelados,3,2.27,6.81,,Sur,E-commerce,Efectivo
2023-11-24,CLI-2407,Papas precocinadas,Congelados,4,2.33,9.32,,Centro,Teléfono,QR
2023-12-16,CLI-5267,Leche entera,Lácteos,1,1.21,1.21,Laura Torres,Norte,Tienda física,Tarjeta débito
2024-07-17,CLI-5427,Pasta de Tomate,Enlatados,6,0.74,4.44,María Gómez,Este,E-commerce,Tarjeta crédito
2023-04-18,CLI-9329,Carne molida,Carnes,2,6.1,12.2,Pedro Díaz,Oeste,Teléfono,QR
2024-03-29,CLI-3027,Bolsas plásticas,Descartables,8,0.1,0.8,Ana López,Oeste,Tienda física,Efectivo
30/09/2023,CLI-3306,Pasta de Tomate,Enlatados,3,0.75,2.25,,Oeste,Teléfono,Efectivo
2024-06-10,CLI-1935,Helado familiar,Lácteos,2,3.93,7.86,Ana López,Oeste,,Transferencia
2024/07/25,,Bolsas plásticas,Descartables,6,0.1,0.6,,Centro,Tienda física,QR
2024-02-11,CLI-7368,Bolsas plásticas,Descartables,5,0.1,0.5,María Gómez,Sur,Tienda física,Efectivo
2023-12-31,CLI-8128,Papas precocinadas,Congelados,5,2.25,11.25,María Gómez,Sur,Tienda física,QR
2024-10-05,CLI-5851,Leche entera,Lácteos,1,1.19,1.19,Ana López,Centro,Tienda física,QR
22/08/2024,,Pollo entero,Carnes,3,4.46,13.38,,Sur,E-commerce,Tarjeta crédito
2024-10-13,CLI-9503,Pollo entero,Carnes,1,4.38,4.38,María Gómez,Norte,E-commerce,Tarjeta crédito
2024-07-29,,Carne molida,Carnes,1,5.81,5.81,,Este,E-commerce,Efectivo
2024-09-27,,Bolsas plásticas,Descartables,8,0.1,0.8,María Gómez,Este,E-commerce,Tarjeta crédito
2024-07-27,CLI-9070,Yogurt natural,Lácteos,3,0.91,2.73,Carlos Ruiz,Este,,Tarjeta crédito
2024-07-31,CLI-7348,Bolsas plásticas,Descartables,12,0.1,1.2,Carlos Ruiz,Norte,Teléfono,QR
2023-06-30,CLI-3872,Pollo entero,Carnes,3,4.55,13.65,,Este,Tienda física,Tarjeta débito
2024-02-28,CLI-9562,Bolsas plásticas,Descartables,6,0.1,0.6,,Centro,Teléfono,QR
14/03/2024,CLI-7597,Jamón de pavo,Embutidos,1,3.18,3.18,Laura Torres,Este,E-commerce,Transferencia
22/05/2024,CLI-3507,Bolsas plásticas,Descartables,9,0.1,0.9,,Centro,,Transferencia
05-26-2024,CLI-9523,Helado familiar,Lácteos,2,4.0,8.0,Carlos Ruiz,Oeste,Tienda física,Tarjeta débito
2023-06-24,CLI-4762,Bolsas plásticas,Descartables,9,0.1,0.9,Ana López,Este,E-commerce,
2023-03-27,CLI-9306,Pollo entero,Carnes,1,4.37,4.37,,Oeste,Teléfono,QR
2024-08-25,,Refresco 2L,Bebidas,5,1.1,5.5,,,E-commerce,Efectivo
2023-08-16,CLI-1871,Yogurt natural,Lácteos,2,0.89,1.78,,Este,Tienda física,Tarjeta débito
2024-03-21,,Carne molida,Carnes,1,5.78,5.78,Ana López,Centro,Teléfono,QR
2023-05-29,CLI-5625,Bolsas plásticas,Descartables,4,0.1,0.4,,Oeste,Tienda física,Efectivo
2024-08-29,CLI-5478,Yogurt natural,Lácteos,6,0.9,5.4,Pedro Díaz,Oeste,E-commerce,Tarjeta crédito
2024-02-14,CLI-7207,Refresco 2L,Bebidas,1,1.11,1.11,Pedro Díaz,Sur,Teléfono,QR
2023/08/22,CLI-6579,Bolsas plásticas,Descartables,14,0.1,1.4,Ana López,Sur,E-commerce,Tarjeta débito
2023-03-21,CLI-7962,Pollo entero,Carnes,1,4.5,4.5,Carlos Ruiz,Oeste,Tienda física,Transferencia
2024-05-13,CLI-5426,Bolsas plásticas,Descartables,2,0.1,0.2,Ana López,Sur,Teléfono,QR
09-30-2024,CLI-9570,Carne molida,Carnes,1,5.99,5.99,Laura Torres,Centro,Teléfono,Efectivo
2023-12-14,CLI-8007,Jamón de pavo,Embutidos,1,3.25,3.25,,Este,E-commerce,Transferencia
26/08/2023,CLI-4643,Leche entera,Lácteos,2,1.23,2.46,Ana López,Sur,Tienda física,QR
2024-05-18,CLI-7713,Bolsas plásticas,Descartables,7,0.1,0.7,Laura Torres,Este,Teléfono,Tarjeta débito
09-10-2024,,Helado familiar,Lácteos,2,4.05,8.1,Ana López,Norte,Tienda física,Transferencia
11-05-2024,CLI-2244,Carne molida,Carnes,1,5.73,5.73,Pedro Díaz,Oeste,,Tarjeta débito
19/12/2023,CLI-8965,Yogurt natural,Lácteos,2,0.88,1.76,Laura Torres,,Teléfono,Tarjeta débito
2024-05-09,CLI-3182,Bolsas plásticas,Descartables,12,0.1,1.2,Carlos Ruiz,Oeste,E-commerce,
04/03/2024,CLI-7195,Bolsas plásticas,Descartables,9,0.1,0.9,María Gómez,Oeste,Tienda física,Tarjeta débito
11-15-2023,,Jamón de pavo,Embutidos,2,3.13,6.26,Pedro Díaz,Oeste,Teléfono,QR
16/10/2024,CLI-3848,Bolsas plásticas,Descartables,6,0.1,0.6,Carlos Ruiz,Oeste,Teléfono,Tarjeta crédito
2024-02-01,CLI-5466,Refresco 2L,Bebidas,3,1.09,3.27,,Norte,E-commerce,
2024-08-03,CLI-5883,Leche entera,Lácteos,5,1.24,6.2,,Sur,Tienda física,Tarjeta crédito
2023-10-05,CLI-8366,Helado familiar,Lácteos,2,3.89,7.78,Pedro Díaz,Norte,Tienda física,Tarjeta débito
2024/09/22,CLI-6608,Bolsas plásticas,Descartables,16,0.1,1.6,,Norte,E-commerce,Transferencia
09-08-2023,,Pollo entero,Carnes,1,4.58,4.58,,Sur,Teléfono,
16/12/2023,CLI-1809,Refresco 2L,Bebidas,3,1.06,3.18,Carlos Ruiz,Este,Teléfono,Efectivo
2024-10-19,CLI-6601,Pollo entero,Carnes,1,4.52,4.52,,Centro,,Tarjeta débito
2023-11-14,CLI-5902,Papas precocinadas,Congelados,1,2.28,2.28,Carlos Ruiz,Oeste,Teléfono,Tarjeta crédito
2024-01-20,CLI-5618,Pollo entero,Carnes,1,4.48,4.48,,Oeste,Tienda física,Efectivo
2024-07-11,CLI-1961,Papas precocinadas,Congelados,1,2.26,2.26,,Sur,Teléfono,Tarjeta crédito
2023-12-17,CLI-7034,Helado familiar,Lácteos,1,3.92,3.92,María Gómez,Norte,Tienda física,Tarjeta débito
29/07/2023,CLI-3677,Pollo entero,Carnes,1,4.5,4.5,Carlos Ruiz,Oeste,Teléfono,Efectivo
2024/06/07,CLI-5376,Papas precocinadas,Congelados,4,2.32,9.28,Pedro Díaz,Centro,Tienda física,QR
2023-03-26,CLI-9179,Refresco 2L,Bebidas,3,1.11,3.33,Ana López,Oeste,Tienda física,QR
2024-08-28,CLI-3390,Papas precocinadas,Congelados,4,2.31,9.24,Pedro Díaz,Este,Teléfono,Tarjeta crédito
30/01/2024,CLI-6196,Leche entera,Lácteos,2,1.18,2.36,Carlos Ruiz,Centro,E-commerce,Efectivo
09/10/2023,CLI-1914,Pollo entero,Carnes,1,4.49,4.49,Carlos Ruiz,Centro,E-commerce,QR
21/11/2024,,Pollo entero,Carnes,1,4.54,4.54,Ana López,Centro,Teléfono,Tarjeta crédito
2023-11-09,CLI-5944,Carne molida,Carnes,2,5.69,11.38,Ana López,Este,Teléfono,Transferencia
2023-11-22,,Yogurt natural,Lácteos,1,0.9,0.9,Ana López,Centro,Teléfono,QR
10/02/2024,,Pollo entero,Carnes,2,4.61,9.22,,,E-commerce,Transferencia
2024-08-17,CLI-8980,Refresco 2L,Bebidas,3,1.1,3.3,,Este,Tienda física,Efectivo
2024-08-05,CLI-4141,Yogurt natural,Lácteos,4,0.89,3.56,María Gómez,Sur,Tienda física,Efectivo
2024-02-04,CLI-5824,Carne molida,Carnes,1,5.87,5.87,Laura Torres,Este,Teléfono,Efectivo
2023-09-23,CLI-6757,Pollo entero,Carnes,1,4.42,4.42,Pedro Díaz,Sur,E-commerce,Efectivo
2023-07-13,CLI-5127,Pasta de Tomate,Enlatados,2,0.73,1.46,Carlos Ruiz,Norte,Teléfono,Tarjeta crédito
13/01/2024,,Refresco 2L,Bebidas,5,1.06,5.3,Pedro Díaz,Sur,E-commerce,Transferencia
2023-06-24,CLI-2770,Carne molida,Carnes,2,5.75,11.5,Ana López,Norte,Tienda física,Tarjeta débito
2024-05-12,CLI-9745,Pasta de Tomate,Enlatados,4,0.77,3.08,María Gómez,Este,Teléfono,Efectivo
2024-10-16,CLI-8219,Refresco 2L,Bebidas,3,1.07,3.21,Pedro Díaz,Oeste,E-commerce,
2024-11-07,CLI-6011,Pasta de Tomate,Enlatados,5,0.77,3.85,Pedro Díaz,Oeste,E-commerce,QR
28/04/2024,CLI-1796,Carne molida,Carnes,1,5.84,5.84,,Norte,Teléfono,Tarjeta crédito
2023-03-18,CLI-6342,Carne molida,Carnes,1,5.88,5.88,Ana López,Norte,Tienda física,Transferencia
2023-08-23,CLI-8732,Papas precocinadas,Congelados,5,2.22,11.1,Pedro Díaz,Este,E-commerce,Tarjeta crédito
2024-03-05,CLI-7005,Yogurt natural,Lácteos,3,0.89,2.67,Ana López,Norte,Tienda física,Tarjeta crédito
13/05/2023,CLI-8474,Leche entera,Lácteos,2,1.18,2.36,Pedro Díaz,Sur,E-commerce,QR
2024-11-01,,Carne molida,Carnes,1,5.77,5.77,Pedro Díaz,Norte,E-commerce,Tarjeta crédito
05-16-2023,,Pasta de Tomate,Enlatados,4,0.76,3.04,Ana López,,Teléfono,QR
2023-08-28,CLI-9221,Refresco 2L,Bebidas,5,1.08,5.4,Carlos Ruiz,Oeste,Teléfono,Tarjeta crédito
2024-07-21,CLI-1594,Bolsas plásticas,Descartables,5,0.1,0.5,,Sur,E-commerce,Efectivo
2024-01-27,CLI-4466,Jamón de pavo,Embutidos,1,3.16,3.16,,Centro,E-commerce,Tarjeta crédito
2023-06-03,CLI-8014,Leche entera,Lácteos,5,1.14,5.7,,Este,E-commerce,Transferencia
2023/08/05,,Yogurt natural,Lácteos,7,0.9,6.3,Carlos Ruiz,Centro,Teléfono,Efectivo
2024-10-23,CLI-1005,Bolsas plásticas,Descartables,5,0.1,0.5,Carlos Ruiz,Centro,Tienda física,QR
2024-10-02,,Carne molida,Carnes,1,5.69,5.69,Pedro Díaz,Sur,Teléfono,QR
02/04/2024,CLI-2765,Carne molida,Carnes,3,5.86,17.58,Carlos Ruiz,Este,Tienda física,Transferencia
04-12-2023,CLI-1838,Bolsas plásticas,Descartables,12,0.1,1.2,Ana López,Centro,E-commerce,QR
2024-08-27,CLI-5472,Bolsas plásticas,Descartables,5,0.1,0.5,Ana López,Norte,Tienda física,Transferencia
2024-03-16,CLI-9365,Yogurt natural,Lácteos,5,0.9,4.5,,Centro,Teléfono,Efectivo
2023-05-17,,Carne molida,Carnes,1,5.77,5.77,Carlos Ruiz,Este,E-commerce,Efectivo
2024-11-24,,Pollo entero,Carnes,1,4.37,4.37,Ana López,Centro,Teléfono,Transferencia
2023-11-02,CLI-9224,Jamón de pavo,Embutidos,1,3.19,3.19,María Gómez,Este,E-commerce,QR
27/03/2023,CLI-3317,Pollo entero,Carnes,2,4.58,9.16,Laura Torres,Centro,Tienda física,
2023-03-03,CLI-6997,Pasta de Tomate,Enlatados,3,0.77,2.31,,Sur,E-commerce,Tarjeta débito
03-15-2023,CLI-9166,Leche entera,Lácteos,4,1.21,4.84,,Sur,E-commerce,QR
2023-07-01,CLI-9029,Bolsas plásticas,Descartables,9,0.1,0.9,Carlos Ruiz,Oeste,Teléfono,Transferencia
2024-04-20,CLI-3415,Leche entera,Lácteos,3,1.18,3.54,Laura Torres,Oeste,Tienda física,Transferencia
2023-07-29,CLI-7363,Refresco 2L,Bebidas,3,1.11,3.33,,Centro,Tienda física,Tarjeta crédito
29/08/2023,CLI-7675,Pasta de Tomate,Enlatados,3,0.74,2.22,,Centro,,Tarjeta crédito
2024-10-16,,Bolsas plásticas,Descartables,5,0.1,0.5,Carlos Ruiz,Oeste,E-commerce,Efectivo
2024-08-17,CLI-2839,Yogurt natural,Lácteos,5,0.9,4.5,Laura Torres,Sur,Tienda física,QR
2024-07-20,CLI-7550,Papas precocinadas,Congelados,2,2.27,4.54,,Centro,E-commerce,QR
2024/08/06,CLI-3803,Yogurt natural,Lácteos,4,0.88,3.52,Carlos Ruiz,,Teléfono,QR
30/03/2023,CLI-4728,Carne molida,Carnes,1,5.62,5.62,María Gómez,Norte,,QR
2023-05-16,CLI-7359,Pollo entero,Carnes,1,4.27,4.27,María Gómez,Este,E-commerce,Efectivo
2024-02-29,CLI-4696,Carne molida,Carnes,1,6.05,6.05,,Oeste,Teléfono,Efectivo
2024-10-24,CLI-5582,Refresco 2L,Bebidas,5,1.06,5.3,Laura Torres,Sur,Teléfono,QR
2024-03-19,CLI-1738,Pasta de Tomate,Enlatados,1,0.74,0.74,María Gómez,Este,Teléfono,Efectivo
2024-03-09,CLI-9534,Leche entera,Lácteos,1,1.15,1.15,Laura Torres,Centro,Tienda física,QR
